id,active_trip_id,scheduled_trip_id,trip_date,driver_id,driver_experience_years,driver_rating,bus_id,bus_type,has_ac,bus_age_years,departure_time,time_of_day_category,day_of_week,is_weekend,is_holiday,weather_condition,temperature_celsius,total_passengers,route_id,created_at
00000000-0000-0000-0000-000000510011,00000000-0000-0000-0000-000000610011,00000000-0000-0000-0000-000000710011,2026-01-30,00000000-0000-0000-0000-000000810011,10,4.14,00000000-0000-0000-0000-000000910033,Express,true,9.10,05:15:00,early_morning,friday,false,false,clear,32,25,00000000-0000-0000-0000-000000001001,2026-01-30T05:15:00Z
00000000-0000-0000-0000-000000510012,00000000-0000-0000-0000-000000610012,00000000-0000-0000-0000-000000710012,2026-01-31,00000000-0000-0000-0000-000000810012,13,4.31,00000000-0000-0000-0000-000000910036,Semi Luxury,false,11.20,06:30:00,morning_peak,saturday,true,false,clear,33,32,00000000-0000-0000-0000-000000001002,2026-01-31T06:30:00Z
00000000-0000-0000-0000-000000510013,00000000-0000-0000-0000-000000610013,00000000-0000-0000-0000-000000710013,2026-02-01,00000000-0000-0000-0000-000000810013,16,4.49,00000000-0000-0000-0000-000000910039,Intercity,false,13.30,08:03:00,morning_peak,sunday,true,false,fog,24,39,00000000-0000-0000-0000-000000001003,2026-02-01T08:03:00Z
00000000-0000-0000-0000-000000510014,00000000-0000-0000-0000-000000610014,00000000-0000-0000-0000-000000710014,2026-02-02,00000000-0000-0000-0000-000000810014,19,4.67,00000000-0000-0000-0000-000000910042,AC Luxury,true,15.40,10:15:00,midday,monday,false,false,clear,28,46,00000000-0000-0000-0000-000000001004,2026-02-02T10:15:00Z
00000000-0000-0000-0000-000000510015,00000000-0000-0000-0000-000000610015,00000000-0000-0000-0000-000000710015,2026-02-03,00000000-0000-0000-0000-000000810015,22,4.64,00000000-0000-0000-0000-000000910045,Normal,false,2.50,12:40:00,midday,tuesday,false,false,rain,29,18,00000000-0000-0000-0000-000000001005,2026-02-03T12:40:00Z
00000000-0000-0000-0000-000000510016,00000000-0000-0000-0000-000000610016,00000000-0000-0000-0000-000000710016,2026-02-04,00000000-0000-0000-0000-000000810016,1,3.73,00000000-0000-0000-0000-000000910048,Express,true,4.60,14:00:00,midday,wednesday,false,false,clear,30,25,00000000-0000-0000-0000-000000001001,2026-02-04T14:00:00Z
00000000-0000-0000-0000-000000510017,00000000-0000-0000-0000-000000610017,00000000-0000-0000-0000-000000710017,2026-02-05,00000000-0000-0000-0000-000000810017,4,3.91,00000000-0000-0000-0000-000000910051,Semi Luxury,false,6.70,16:20:00,evening_peak,thursday,false,true,clear,31,32,00000000-0000-0000-0000-000000001002,2026-02-05T16:20:00Z
00000000-0000-0000-0000-000000510018,00000000-0000-0000-0000-000000610018,00000000-0000-0000-0000-000000710018,2026-02-06,00000000-0000-0000-0000-000000810018,7,4.08,00000000-0000-0000-0000-000000910054,Intercity,false,8.80,17:45:00,evening_peak,friday,false,false,clear,32,39,00000000-0000-0000-0000-000000001003,2026-02-06T17:45:00Z
00000000-0000-0000-0000-000000510019,00000000-0000-0000-0000-000000610019,00000000-0000-0000-0000-000000710019,2026-02-07,00000000-0000-0000-0000-000000810019,10,4.26,00000000-0000-0000-0000-000000910057,AC Luxury,true,10.90,20:10:00,night,saturday,true,false,clear,33,46,00000000-0000-0000-0000-000000001004,2026-02-07T20:10:00Z
00000000-0000-0000-0000-000000510020,00000000-0000-0000-0000-000000610020,00000000-0000-0000-0000-000000710020,2026-02-08,00000000-0000-0000-0000-000000810020,13,4.23,00000000-0000-0000-0000-000000910060,Normal,false,13.00,22:30:00,night,sunday,true,false,rain,34,18,00000000-0000-0000-0000-000000001005,2026-02-08T22:30:00Z
00000000-0000-0000-0000-000000510021,00000000-0000-0000-0000-000000610021,00000000-0000-0000-0000-000000710021,2026-02-09,00000000-0000-0000-0000-000000810021,16,4.41,00000000-0000-0000-0000-000000910063,Express,true,15.10,05:15:00,early_morning,monday,false,false,clear,28,25,00000000-0000-0000-0000-000000001001,2026-02-09T05:15:00Z
00000000-0000-0000-0000-000000510022,00000000-0000-0000-0000-000000610022,00000000-0000-0000-0000-000000710022,2026-02-10,00000000-0000-0000-0000-000000810022,19,4.58,00000000-0000-0000-0000-000000910066,Semi Luxury,false,2.20,06:30:00,morning_peak,tuesday,false,false,clear,29,32,00000000-0000-0000-0000-000000001002,2026-02-10T06:30:00Z
00000000-0000-0000-0000-000000510023,00000000-0000-0000-0000-000000610023,00000000-0000-0000-0000-000000710023,2026-02-11,00000000-0000-0000-0000-000000810023,22,4.76,00000000-0000-0000-0000-000000910069,Intercity,false,4.30,08:03:00,morning_peak,wednesday,false,false,clear,30,39,00000000-0000-0000-0000-000000001003,2026-02-11T08:03:00Z
00000000-0000-0000-0000-000000510024,00000000-0000-0000-0000-000000610024,00000000-0000-0000-0000-000000710024,2026-02-12,00000000-0000-0000-0000-000000810024,1,3.85,00000000-0000-0000-0000-000000910072,AC Luxury,true,6.40,10:15:00,midday,thursday,false,false,clear,31,46,00000000-0000-0000-0000-000000001004,2026-02-12T10:15:00Z
00000000-0000-0000-0000-000000510025,00000000-0000-0000-0000-000000610025,00000000-0000-0000-0000-000000710025,2026-02-13,00000000-0000-0000-0000-000000810025,4,3.83,00000000-0000-0000-0000-000000910075,Normal,false,8.50,12:40:00,midday,friday,false,false,rain,32,18,00000000-0000-0000-0000-000000001005,2026-02-13T12:40:00Z
00000000-0000-0000-0000-000000510026,00000000-0000-0000-0000-000000610026,00000000-0000-0000-0000-000000710026,2026-02-14,00000000-0000-0000-0000-000000810026,7,4.00,00000000-0000-0000-0000-000000910078,Express,true,10.60,14:00:00,midday,saturday,true,false,fog,25,25,00000000-0000-0000-0000-000000001001,2026-02-14T14:00:00Z
00000000-0000-0000-0000-000000510027,00000000-0000-0000-0000-000000610027,00000000-0000-0000-0000-000000710027,2026-02-15,00000000-0000-0000-0000-000000810027,10,4.18,00000000-0000-0000-0000-000000910081,Semi Luxury,false,12.70,16:20:00,evening_peak,sunday,true,false,clear,34,32,00000000-0000-0000-0000-000000001002,2026-02-15T16:20:00Z
00000000-0000-0000-0000-000000510028,00000000-0000-0000-0000-000000610028,00000000-0000-0000-0000-000000710028,2026-02-16,00000000-0000-0000-0000-000000810028,13,4.35,00000000-0000-0000-0000-000000910084,Intercity,false,14.80,17:45:00,evening_peak,monday,false,false,clear,28,39,00000000-0000-0000-0000-000000001003,2026-02-16T17:45:00Z
00000000-0000-0000-0000-000000510029,00000000-0000-0000-0000-000000610029,00000000-0000-0000-0000-000000710029,2026-02-17,00000000-0000-0000-0000-000000810029,16,4.53,00000000-0000-0000-0000-000000910087,AC Luxury,true,1.90,20:10:00,night,tuesday,false,false,heavy_rain,27,46,00000000-0000-0000-0000-000000001004,2026-02-17T20:10:00Z
00000000-0000-0000-0000-000000510030,00000000-0000-0000-0000-000000610030,00000000-0000-0000-0000-000000710030,2026-02-18,00000000-0000-0000-0000-000000810030,19,4.50,00000000-0000-0000-0000-000000910090,Normal,false,4.00,22:30:00,night,wednesday,false,false,rain,30,18,00000000-0000-0000-0000-000000001005,2026-02-18T22:30:00Z
00000000-0000-0000-0000-000000510031,00000000-0000-0000-0000-000000610031,00000000-0000-0000-0000-000000710031,2026-02-19,00000000-0000-0000-0000-000000810031,22,4.68,00000000-0000-0000-0000-000000910093,Express,true,6.10,05:15:00,early_morning,thursday,false,false,clear,31,25,00000000-0000-0000-0000-000000001001,2026-02-19T05:15:00Z
00000000-0000-0000-0000-000000510032,00000000-0000-0000-0000-000000610032,00000000-0000-0000-0000-000000710032,2026-02-20,00000000-0000-0000-0000-000000810032,1,3.77,00000000-0000-0000-0000-000000910096,Semi Luxury,false,8.20,06:30:00,morning_peak,friday,false,false,clear,32,32,00000000-0000-0000-0000-000000001002,2026-02-20T06:30:00Z
00000000-0000-0000-0000-000000510033,00000000-0000-0000-0000-000000610033,00000000-0000-0000-0000-000000710033,2026-02-21,00000000-0000-0000-0000-000000810033,4,3.95,00000000-0000-0000-0000-000000910099,Intercity,false,10.30,08:03:00,morning_peak,saturday,true,false,clear,33,39,00000000-0000-0000-0000-000000001003,2026-02-21T08:03:00Z
00000000-0000-0000-0000-000000510034,00000000-0000-0000-0000-000000610034,00000000-0000-0000-0000-000000710034,2026-02-22,00000000-0000-0000-0000-000000810034,7,4.13,00000000-0000-0000-0000-000000910002,AC Luxury,true,2.40,10:15:00,midday,sunday,true,true,clear,34,46,00000000-0000-0000-0000-000000001004,2026-02-22T10:15:00Z
00000000-0000-0000-0000-000000510035,00000000-0000-0000-0000-000000610035,00000000-0000-0000-0000-000000710035,2026-02-23,00000000-0000-0000-0000-000000810035,10,4.10,00000000-0000-0000-0000-000000910005,Normal,false,4.50,12:40:00,midday,monday,false,false,rain,28,18,00000000-0000-0000-0000-000000001005,2026-02-23T12:40:00Z
00000000-0000-0000-0000-000000510036,00000000-0000-0000-0000-000000610036,00000000-0000-0000-0000-000000710036,2026-02-24,00000000-0000-0000-0000-000000810036,13,4.27,00000000-0000-0000-0000-000000910008,Express,true,6.60,14:00:00,midday,tuesday,false,false,clear,29,25,00000000-0000-0000-0000-000000001001,2026-02-24T14:00:00Z
00000000-0000-0000-0000-000000510037,00000000-0000-0000-0000-000000610037,00000000-0000-0000-0000-000000710037,2026-02-25,00000000-0000-0000-0000-000000810037,16,4.45,00000000-0000-0000-0000-000000910011,Semi Luxury,false,8.70,16:20:00,evening_peak,wednesday,false,false,clear,30,32,00000000-0000-0000-0000-000000001002,2026-02-25T16:20:00Z
00000000-0000-0000-0000-000000510038,00000000-0000-0000-0000-000000610038,00000000-0000-0000-0000-000000710038,2026-02-26,00000000-0000-0000-0000-000000810038,19,4.63,00000000-0000-0000-0000-000000910014,Intercity,false,10.80,17:45:00,evening_peak,thursday,false,false,clear,31,39,00000000-0000-0000-0000-000000001003,2026-02-26T17:45:00Z
00000000-0000-0000-0000-000000510039,00000000-0000-0000-0000-000000610039,00000000-0000-0000-0000-000000710039,2026-02-27,00000000-0000-0000-0000-000000810039,22,4.80,00000000-0000-0000-0000-000000910017,AC Luxury,true,12.90,20:10:00,night,friday,false,false,fog,26,46,00000000-0000-0000-0000-000000001004,2026-02-27T20:10:00Z
00000000-0000-0000-0000-000000510040,00000000-0000-0000-0000-000000610040,00000000-0000-0000-0000-000000710040,2026-02-28,00000000-0000-0000-0000-000000810040,1,3.69,00000000-0000-0000-0000-000000910020,Normal,false,15.00,22:30:00,night,saturday,true,false,rain,33,18,00000000-0000-0000-0000-000000001005,2026-02-28T22:30:00Z
00000000-0000-0000-0000-000000510041,00000000-0000-0000-0000-000000610041,00000000-0000-0000-0000-000000710041,2026-03-01,00000000-0000-0000-0000-000000810041,4,3.87,00000000-0000-0000-0000-000000910023,Express,true,2.10,05:15:00,early_morning,sunday,true,false,clear,34,25,00000000-0000-0000-0000-000000001001,2026-03-01T05:15:00Z
00000000-0000-0000-0000-000000510042,00000000-0000-0000-0000-000000610042,00000000-0000-0000-0000-000000710042,2026-03-02,00000000-0000-0000-0000-000000810042,7,4.04,00000000-0000-0000-0000-000000910026,Semi Luxury,false,4.20,06:30:00,morning_peak,monday,false,false,clear,28,32,00000000-0000-0000-0000-000000001002,2026-03-02T06:30:00Z
00000000-0000-0000-0000-000000510043,00000000-0000-0000-0000-000000610043,00000000-0000-0000-0000-000000710043,2026-03-03,00000000-0000-0000-0000-000000810043,10,4.22,00000000-0000-0000-0000-000000910029,Intercity,false,6.30,08:03:00,morning_peak,tuesday,false,false,clear,29,39,00000000-0000-0000-0000-000000001003,2026-03-03T08:03:00Z
00000000-0000-0000-0000-000000510044,00000000-0000-0000-0000-000000610044,00000000-0000-0000-0000-000000710044,2026-03-04,00000000-0000-0000-0000-000000810044,13,4.39,00000000-0000-0000-0000-000000910032,AC Luxury,true,8.40,10:15:00,midday,wednesday,false,false,clear,30,46,00000000-0000-0000-0000-000000001004,2026-03-04T10:15:00Z
00000000-0000-0000-0000-000000510045,00000000-0000-0000-0000-000000610045,00000000-0000-0000-0000-000000710045,2026-03-05,00000000-0000-0000-0000-000000810045,16,4.37,00000000-0000-0000-0000-000000910035,Normal,false,10.50,12:40:00,midday,thursday,false,false,rain,31,18,00000000-0000-0000-0000-000000001005,2026-03-05T12:40:00Z
00000000-0000-0000-0000-000000510046,00000000-0000-0000-0000-000000610046,00000000-0000-0000-0000-000000710046,2026-03-06,00000000-0000-0000-0000-000000810046,19,4.54,00000000-0000-0000-0000-000000910038,Express,true,12.60,14:00:00,midday,friday,false,false,clear,32,25,00000000-0000-0000-0000-000000001001,2026-03-06T14:00:00Z
00000000-0000-0000-0000-000000510047,00000000-0000-0000-0000-000000610047,00000000-0000-0000-0000-000000710047,2026-03-07,00000000-0000-0000-0000-000000810047,22,4.72,00000000-0000-0000-0000-000000910041,Semi Luxury,false,14.70,16:20:00,evening_peak,saturday,true,false,clear,33,32,00000000-0000-0000-0000-000000001002,2026-03-07T16:20:00Z
00000000-0000-0000-0000-000000510048,00000000-0000-0000-0000-000000610048,00000000-0000-0000-0000-000000710048,2026-03-08,00000000-0000-0000-0000-000000810048,1,3.81,00000000-0000-0000-0000-000000910044,Intercity,false,1.80,17:45:00,evening_peak,sunday,true,false,clear,34,39,00000000-0000-0000-0000-000000001003,2026-03-08T17:45:00Z
00000000-0000-0000-0000-000000510049,00000000-0000-0000-0000-000000610049,00000000-0000-0000-0000-000000710049,2026-03-09,00000000-0000-0000-0000-000000810049,4,3.99,00000000-0000-0000-0000-000000910047,AC Luxury,true,3.90,20:10:00,night,monday,false,false,clear,28,46,00000000-0000-0000-0000-000000001004,2026-03-09T20:10:00Z
00000000-0000-0000-0000-000000510050,00000000-0000-0000-0000-000000610050,00000000-0000-0000-0000-000000710050,2026-03-10,00000000-0000-0000-0000-000000810050,7,3.96,00000000-0000-0000-0000-000000910050,Normal,false,6.00,22:30:00,night,tuesday,false,false,rain,29,18,00000000-0000-0000-0000-000000001005,2026-03-10T22:30:00Z
00000000-0000-0000-0000-000000510051,00000000-0000-0000-0000-000000610051,00000000-0000-0000-0000-000000710051,2026-03-11,00000000-0000-0000-0000-000000810051,10,4.14,00000000-0000-0000-0000-000000910053,Express,true,8.10,05:15:00,early_morning,wednesday,false,true,clear,30,25,00000000-0000-0000-0000-000000001001,2026-03-11T05:15:00Z
00000000-0000-0000-0000-000000510052,00000000-0000-0000-0000-000000610052,00000000-0000-0000-0000-000000710052,2026-03-12,00000000-0000-0000-0000-000000810052,13,4.31,00000000-0000-0000-0000-000000910056,Semi Luxury,false,10.20,06:30:00,morning_peak,thursday,false,false,fog,23,32,00000000-0000-0000-0000-000000001002,2026-03-12T06:30:00Z
00000000-0000-0000-0000-000000510053,00000000-0000-0000-0000-000000610053,00000000-0000-0000-0000-000000710053,2026-03-13,00000000-0000-0000-0000-000000810053,16,4.49,00000000-0000-0000-0000-000000910059,Intercity,false,12.30,08:03:00,morning_peak,friday,false,false,clear,32,39,00000000-0000-0000-0000-000000001003,2026-03-13T08:03:00Z
00000000-0000-0000-0000-000000510054,00000000-0000-0000-0000-000000610054,00000000-0000-0000-0000-000000710054,2026-03-14,00000000-0000-0000-0000-000000810054,19,4.67,00000000-0000-0000-0000-000000910062,AC Luxury,true,14.40,10:15:00,midday,saturday,true,false,clear,33,46,00000000-0000-0000-0000-000000001004,2026-03-14T10:15:00Z
00000000-0000-0000-0000-000000510055,00000000-0000-0000-0000-000000610055,00000000-0000-0000-0000-000000710055,2026-03-15,00000000-0000-0000-0000-000000810055,22,4.64,00000000-0000-0000-0000-000000910065,Normal,false,1.50,12:40:00,midday,sunday,true,false,rain,34,18,00000000-0000-0000-0000-000000001005,2026-03-15T12:40:00Z
00000000-0000-0000-0000-000000510056,00000000-0000-0000-0000-000000610056,00000000-0000-0000-0000-000000710056,2026-03-16,00000000-0000-0000-0000-000000810056,1,3.73,00000000-0000-0000-0000-000000910068,Express,true,3.60,14:00:00,midday,monday,false,false,clear,28,25,00000000-0000-0000-0000-000000001001,2026-03-16T14:00:00Z
00000000-0000-0000-0000-000000510057,00000000-0000-0000-0000-000000610057,00000000-0000-0000-0000-000000710057,2026-03-17,00000000-0000-0000-0000-000000810057,4,3.91,00000000-0000-0000-0000-000000910071,Semi Luxury,false,5.70,16:20:00,evening_peak,tuesday,false,false,clear,29,32,00000000-0000-0000-0000-000000001002,2026-03-17T16:20:00Z
00000000-0000-0000-0000-000000510058,00000000-0000-0000-0000-000000610058,00000000-0000-0000-0000-000000710058,2026-03-18,00000000-0000-0000-0000-000000810058,7,4.08,00000000-0000-0000-0000-000000910074,Intercity,false,7.80,17:45:00,evening_peak,wednesday,false,false,heavy_rain,26,39,00000000-0000-0000-0000-000000001003,2026-03-18T17:45:00Z
00000000-0000-0000-0000-000000510059,00000000-0000-0000-0000-000000610059,00000000-0000-0000-0000-000000710059,2026-03-19,00000000-0000-0000-0000-000000810059,10,4.26,00000000-0000-0000-0000-000000910077,AC Luxury,true,9.90,20:10:00,night,thursday,false,false,clear,31,46,00000000-0000-0000-0000-000000001004,2026-03-19T20:10:00Z
00000000-0000-0000-0000-000000510060,00000000-0000-0000-0000-000000610060,00000000-0000-0000-0000-000000710060,2026-03-20,00000000-0000-0000-0000-000000810060,13,4.23,00000000-0000-0000-0000-000000910080,Normal,false,12.00,22:30:00,night,friday,false,false,rain,32,18,00000000-0000-0000-0000-000000001005,2026-03-20T22:30:00Z
00000000-0000-0000-0000-000000510061,00000000-0000-0000-0000-000000610061,00000000-0000-0000-0000-000000710061,2026-03-21,00000000-0000-0000-0000-000000810061,16,4.41,00000000-0000-0000-0000-000000910083,Express,true,14.10,05:15:00,early_morning,saturday,true,false,clear,33,25,00000000-0000-0000-0000-000000001001,2026-03-21T05:15:00Z
00000000-0000-0000-0000-000000510062,00000000-0000-0000-0000-000000610062,00000000-0000-0000-0000-000000710062,2026-03-22,00000000-0000-0000-0000-000000810062,19,4.58,00000000-0000-0000-0000-000000910086,Semi Luxury,false,1.20,06:30:00,morning_peak,sunday,true,false,clear,34,32,00000000-0000-0000-0000-000000001002,2026-03-22T06:30:00Z
00000000-0000-0000-0000-000000510063,00000000-0000-0000-0000-000000610063,00000000-0000-0000-0000-000000710063,2026-03-23,00000000-0000-0000-0000-000000810063,22,4.76,00000000-0000-0000-0000-000000910089,Intercity,false,3.30,08:03:00,morning_peak,monday,false,false,clear,28,39,00000000-0000-0000-0000-000000001003,2026-03-23T08:03:00Z
00000000-0000-0000-0000-000000510064,00000000-0000-0000-0000-000000610064,00000000-0000-0000-0000-000000710064,2026-03-24,00000000-0000-0000-0000-000000810064,1,3.85,00000000-0000-0000-0000-000000910092,AC Luxury,true,5.40,10:15:00,midday,tuesday,false,false,clear,29,46,00000000-0000-0000-0000-000000001004,2026-03-24T10:15:00Z
00000000-0000-0000-0000-000000510065,00000000-0000-0000-0000-000000610065,00000000-0000-0000-0000-000000710065,2026-03-25,00000000-0000-0000-0000-000000810065,4,3.83,00000000-0000-0000-0000-000000910095,Normal,false,7.50,12:40:00,midday,wednesday,false,false,fog,24,18,00000000-0000-0000-0000-000000001005,2026-03-25T12:40:00Z
00000000-0000-0000-0000-000000510066,00000000-0000-0000-0000-000000610066,00000000-0000-0000-0000-000000710066,2026-03-26,00000000-0000-0000-0000-000000810066,7,4.00,00000000-0000-0000-0000-000000910098,Express,true,9.60,14:00:00,midday,thursday,false,false,clear,31,25,00000000-0000-0000-0000-000000001001,2026-03-26T14:00:00Z
00000000-0000-0000-0000-000000510067,00000000-0000-0000-0000-000000610067,00000000-0000-0000-0000-000000710067,2026-03-27,00000000-0000-0000-0000-000000810067,10,4.18,00000000-0000-0000-0000-000000910001,Semi Luxury,false,1.70,16:20:00,evening_peak,friday,false,false,clear,32,32,00000000-0000-0000-0000-000000001002,2026-03-27T16:20:00Z
00000000-0000-0000-0000-000000510068,00000000-0000-0000-0000-000000610068,00000000-0000-0000-0000-000000710068,2026-03-28,00000000-0000-0000-0000-000000810068,13,4.35,00000000-0000-0000-0000-000000910004,Intercity,false,3.80,17:45:00,evening_peak,saturday,true,true,clear,33,39,00000000-0000-0000-0000-000000001003,2026-03-28T17:45:00Z
00000000-0000-0000-0000-000000510069,00000000-0000-0000-0000-000000610069,00000000-0000-0000-0000-000000710069,2026-03-29,00000000-0000-0000-0000-000000810069,16,4.53,00000000-0000-0000-0000-000000910007,AC Luxury,true,5.90,20:10:00,night,sunday,true,false,clear,34,46,00000000-0000-0000-0000-000000001004,2026-03-29T20:10:00Z
00000000-0000-0000-0000-000000510070,00000000-0000-0000-0000-000000610070,00000000-0000-0000-0000-000000710070,2026-03-30,00000000-0000-0000-0000-000000810070,19,4.50,00000000-0000-0000-0000-000000910010,Normal,false,8.00,22:30:00,night,monday,false,false,rain,28,18,00000000-0000-0000-0000-000000001005,2026-03-30T22:30:00Z
00000000-0000-0000-0000-000000510071,00000000-0000-0000-0000-000000610071,00000000-0000-0000-0000-000000710071,2026-03-31,00000000-0000-0000-0000-000000810071,22,4.68,00000000-0000-0000-0000-000000910013,Express,true,10.10,05:15:00,early_morning,tuesday,false,false,clear,29,25,00000000-0000-0000-0000-000000001001,2026-03-31T05:15:00Z
00000000-0000-0000-0000-000000510072,00000000-0000-0000-0000-000000610072,00000000-0000-0000-0000-000000710072,2026-04-01,00000000-0000-0000-0000-000000810072,1,3.77,00000000-0000-0000-0000-000000910016,Semi Luxury,false,12.20,06:30:00,morning_peak,wednesday,false,false,clear,30,32,00000000-0000-0000-0000-000000001002,2026-04-01T06:30:00Z
00000000-0000-0000-0000-000000510073,00000000-0000-0000-0000-000000610073,00000000-0000-0000-0000-000000710073,2026-04-02,00000000-0000-0000-0000-000000810073,4,3.95,00000000-0000-0000-0000-000000910019,Intercity,false,14.30,08:03:00,morning_peak,thursday,false,false,clear,31,39,00000000-0000-0000-0000-000000001003,2026-04-02T08:03:00Z
00000000-0000-0000-0000-000000510074,00000000-0000-0000-0000-000000610074,00000000-0000-0000-0000-000000710074,2026-04-03,00000000-0000-0000-0000-000000810074,7,4.13,00000000-0000-0000-0000-000000910022,AC Luxury,true,1.40,10:15:00,midday,friday,false,false,clear,32,46,00000000-0000-0000-0000-000000001004,2026-04-03T10:15:00Z
00000000-0000-0000-0000-000000510075,00000000-0000-0000-0000-000000610075,00000000-0000-0000-0000-000000710075,2026-04-04,00000000-0000-0000-0000-000000810075,10,4.10,00000000-0000-0000-0000-000000910025,Normal,false,3.50,12:40:00,midday,saturday,true,false,rain,33,18,00000000-0000-0000-0000-000000001005,2026-04-04T12:40:00Z
00000000-0000-0000-0000-000000510076,00000000-0000-0000-0000-000000610076,00000000-0000-0000-0000-000000710076,2026-04-05,00000000-0000-0000-0000-000000810076,13,4.27,00000000-0000-0000-0000-000000910028,Express,true,5.60,14:00:00,midday,sunday,true,false,clear,34,25,00000000-0000-0000-0000-000000001001,2026-04-05T14:00:00Z
00000000-0000-0000-0000-000000510077,00000000-0000-0000-0000-000000610077,00000000-0000-0000-0000-000000710077,2026-04-06,00000000-0000-0000-0000-000000810077,16,4.45,00000000-0000-0000-0000-000000910031,Semi Luxury,false,7.70,16:20:00,evening_peak,monday,false,false,clear,28,32,00000000-0000-0000-0000-000000001002,2026-04-06T16:20:00Z
00000000-0000-0000-0000-000000510078,00000000-0000-0000-0000-000000610078,00000000-0000-0000-0000-000000710078,2026-04-07,00000000-0000-0000-0000-000000810078,19,4.63,00000000-0000-0000-0000-000000910034,Intercity,false,9.80,17:45:00,evening_peak,tuesday,false,false,fog,25,39,00000000-0000-0000-0000-000000001003,2026-04-07T17:45:00Z
00000000-0000-0000-0000-000000510079,00000000-0000-0000-0000-000000610079,00000000-0000-0000-0000-000000710079,2026-04-08,00000000-0000-0000-0000-000000810079,22,4.80,00000000-0000-0000-0000-000000910037,AC Luxury,true,11.90,20:10:00,night,wednesday,false,false,clear,30,46,00000000-0000-0000-0000-000000001004,2026-04-08T20:10:00Z
