id,route_segment_id,time_of_day_category,day_of_week,weather_condition,avg_duration_minutes,median_duration_minutes,stddev_duration_minutes,min_duration_minutes,max_duration_minutes,p95_duration_minutes,avg_speed_kmh,sample_count,last_trip_date,avg_data_quality,last_calculated_at,calculation_window_days
00000000-0000-0000-0000-000001110069,00000000-0000-0000-0000-000000310409,night,sunday,rain,34.45,34.45,4.13,27.84,43.54,41.47,38.53,21,2026-04-27,0.91,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110070,00000000-0000-0000-0000-000000310410,early_morning,monday,heavy_rain,60.56,60.31,4.84,52.82,71.21,68.79,17.22,28,2026-04-26,0.92,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110071,00000000-0000-0000-0000-000000310411,morning_peak,tuesday,fog,37.23,36.73,3.35,31.87,44.60,42.92,29.92,35,2026-04-25,0.93,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110072,00000000-0000-0000-0000-000000310412,midday,wednesday,clear,24.44,24.44,2.44,20.54,29.81,28.59,48.49,42,2026-04-24,0.94,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110073,00000000-0000-0000-0000-000000310413,evening_peak,thursday,rain,25.66,25.41,2.82,21.15,31.86,30.45,48.95,49,2026-04-23,0.95,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110074,00000000-0000-0000-0000-000000310414,night,friday,heavy_rain,53.22,52.72,6.39,43.00,67.28,64.08,24.94,56,2026-04-22,0.96,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110075,00000000-0000-0000-0000-000000310415,early_morning,saturday,fog,38.17,38.17,3.05,33.29,44.88,43.36,27.32,63,2026-04-21,0.82,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110076,00000000-0000-0000-0000-000000310416,morning_peak,sunday,clear,32.66,32.41,2.94,27.96,39.13,37.66,34.11,70,2026-04-20,0.83,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110077,00000000-0000-0000-0000-000000310417,midday,monday,rain,29.70,29.20,2.97,24.95,36.23,34.75,39.90,77,2026-04-19,0.84,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110078,00000000-0000-0000-0000-000000310418,evening_peak,tuesday,heavy_rain,37.66,37.66,4.14,31.04,46.77,44.70,33.35,84,2026-04-18,0.85,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110079,00000000-0000-0000-0000-000000310419,night,wednesday,fog,35.70,35.45,4.28,28.85,45.12,42.98,37.18,91,2026-04-17,0.86,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110080,00000000-0000-0000-0000-000000310420,early_morning,thursday,clear,34.78,34.28,2.78,30.33,40.90,39.51,29.98,98,2026-04-16,0.87,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110081,00000000-0000-0000-0000-000000310501,morning_peak,friday,rain,25.25,25.25,2.27,21.62,30.24,29.11,27.36,105,2026-04-15,0.88,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110082,00000000-0000-0000-0000-000000310502,midday,saturday,heavy_rain,25.69,25.44,2.57,21.58,31.34,30.06,28.61,112,2026-04-14,0.89,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110083,00000000-0000-0000-0000-000000310503,evening_peak,sunday,fog,14.63,14.13,1.61,12.05,18.17,17.37,53.25,23,2026-04-13,0.90,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110084,00000000-0000-0000-0000-000000310504,night,monday,clear,19.44,19.44,2.33,15.71,24.57,23.40,42.35,30,2026-05-03,0.91,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110085,00000000-0000-0000-0000-000000310505,early_morning,tuesday,rain,26.14,25.89,2.09,22.80,30.74,29.69,24.74,37,2026-05-02,0.92,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110086,00000000-0000-0000-0000-000000310506,morning_peak,wednesday,heavy_rain,33.69,33.19,3.03,28.84,40.36,38.84,20.51,44,2026-05-01,0.93,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110087,00000000-0000-0000-0000-000000310507,midday,thursday,fog,17.24,17.24,1.72,14.49,21.02,20.16,42.63,51,2026-04-30,0.94,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110088,00000000-0000-0000-0000-000000310508,evening_peak,friday,clear,15.16,14.91,1.67,12.49,18.83,18.00,51.39,58,2026-04-29,0.95,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110089,00000000-0000-0000-0000-000000310509,night,saturday,rain,21.38,20.88,2.57,17.27,27.03,25.75,38.50,65,2026-04-28,0.96,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110090,00000000-0000-0000-0000-000000310510,early_morning,sunday,heavy_rain,36.70,36.70,2.94,32.00,43.17,41.70,17.62,72,2026-04-27,0.82,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110091,00000000-0000-0000-0000-000000310511,morning_peak,monday,fog,22.60,22.35,2.03,19.35,27.07,26.05,30.57,79,2026-04-26,0.83,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110092,00000000-0000-0000-0000-000000310512,midday,tuesday,clear,15.04,14.54,1.50,12.64,18.34,17.59,48.87,86,2026-04-25,0.84,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110093,00000000-0000-0000-0000-000000310513,evening_peak,wednesday,rain,19.30,19.30,2.12,15.91,23.96,22.90,40.37,93,2026-04-24,0.85,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110094,00000000-0000-0000-0000-000000310514,night,thursday,heavy_rain,33.03,32.78,3.96,26.69,41.74,39.76,24.92,100,2026-04-23,0.86,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110095,00000000-0000-0000-0000-000000310515,early_morning,friday,fog,23.39,22.89,1.87,20.40,27.50,26.57,27.65,107,2026-04-22,0.87,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110096,00000000-0000-0000-0000-000000310516,morning_peak,saturday,clear,22.95,22.95,2.07,19.64,27.50,26.47,30.10,18,2026-04-21,0.88,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110097,00000000-0000-0000-0000-000000310517,midday,sunday,rain,17.82,17.57,1.78,14.97,21.74,20.85,41.25,25,2026-04-20,0.89,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110098,00000000-0000-0000-0000-000000310518,evening_peak,monday,heavy_rain,23.78,23.28,2.62,19.59,29.54,28.23,32.76,32,2026-04-19,0.90,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110099,00000000-0000-0000-0000-000000310519,night,tuesday,fog,22.16,22.16,2.66,17.90,28.01,26.68,37.15,39,2026-04-18,0.91,2026-05-04T02:00:00Z,90
00000000-0000-0000-0000-000001110100,00000000-0000-0000-0000-000000310520,early_morning,wednesday,clear,21.62,21.37,1.73,18.85,25.43,24.56,29.92,46,2026-04-17,0.92,2026-05-04T02:00:00Z,90
