id,master_route_id,start_point_type,start_point_id,end_point_type,end_point_id,segment_order,start_latitude,start_longitude,end_latitude,end_longitude,distance_km,baseline_duration_minutes,baseline_speed_kmh,road_type,traffic_sensitivity_factor,elevation_change_meters,encoded_polyline_segment,created_at,updated_at
00000000-0000-0000-0000-000000310111,00000000-0000-0000-0000-000000001001,lounge,00000000-0000-0000-0000-000000410110,stop,00000000-0000-0000-0000-000000210111,11,7.1226891,80.2405305,7.1332068,80.2829841,5.452,8,40.00,mixed,1.15,-24,poly_r01_s11,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310112,00000000-0000-0000-0000-000000001001,stop,00000000-0000-0000-0000-000000210111,stop,00000000-0000-0000-0000-000000210112,12,7.1332068,80.2829841,7.1404072,80.3270964,5.800,8,45.00,rural,0.95,-31,poly_r01_s12,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310113,00000000-0000-0000-0000-000000001001,stop,00000000-0000-0000-0000-000000210112,stop,00000000-0000-0000-0000-000000210113,13,7.1404072,80.3270964,7.1501796,80.3699227,6.148,6,62.00,highway,0.75,-34,poly_r01_s13,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310114,00000000-0000-0000-0000-000000001001,stop,00000000-0000-0000-0000-000000210113,stop,00000000-0000-0000-0000-000000210114,14,7.1501796,80.3699227,7.1670329,80.4092086,6.496,8,46.00,mixed,1.15,-32,poly_r01_s14,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310115,00000000-0000-0000-0000-000000001001,stop,00000000-0000-0000-0000-000000210114,lounge,00000000-0000-0000-0000-000000410115,15,7.1670329,80.4092086,7.1916764,80.4445993,5.104,9,34.00,urban,1.45,-26,poly_r01_s15,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310116,00000000-0000-0000-0000-000000001001,lounge,00000000-0000-0000-0000-000000410115,stop,00000000-0000-0000-0000-000000210116,16,7.1916764,80.4445993,7.2206390,80.4778305,5.452,8,40.00,mixed,1.15,-16,poly_r01_s16,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310117,00000000-0000-0000-0000-000000001001,stop,00000000-0000-0000-0000-000000210116,stop,00000000-0000-0000-0000-000000210117,17,7.2206390,80.4778305,7.2481318,80.5117966,5.800,7,48.00,rural,0.95,-4,poly_r01_s17,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310118,00000000-0000-0000-0000-000000001001,stop,00000000-0000-0000-0000-000000210117,stop,00000000-0000-0000-0000-000000210118,18,7.2481318,80.5117966,7.2691546,80.5489977,6.148,6,66.00,highway,0.75,10,poly_r01_s18,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310119,00000000-0000-0000-0000-000000001001,stop,00000000-0000-0000-0000-000000210118,stop,00000000-0000-0000-0000-000000210119,19,7.2691546,80.5489977,7.2821793,80.5901978,6.496,8,46.00,mixed,1.15,24,poly_r01_s19,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310120,00000000-0000-0000-0000-000000001001,stop,00000000-0000-0000-0000-000000210119,destination,00000000-0000-0000-0000-000000111001,20,7.2821793,80.5901978,7.2899696,80.6340152,5.104,11,28.00,urban,1.45,36,poly_r01_s20,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310201,00000000-0000-0000-0000-000000001002,origin,00000000-0000-0000-0000-000000110002,stop,00000000-0000-0000-0000-000000210201,1,7.3008246,80.6285877,7.2873874,80.5875938,5.452,8,40.00,mixed,1.15,51,poly_r02_s01,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310202,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210201,stop,00000000-0000-0000-0000-000000210202,2,7.2873874,80.5875938,7.2659211,80.5506145,5.800,7,51.00,rural,0.95,57,poly_r02_s02,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310203,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210202,stop,00000000-0000-0000-0000-000000210203,3,7.2659211,80.5506145,7.2381918,80.5167666,6.148,5,70.00,highway,0.75,58,poly_r02_s03,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310204,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210203,stop,00000000-0000-0000-0000-000000210204,4,7.2381918,80.5167666,7.2093266,80.4834867,6.496,8,46.00,mixed,1.15,54,poly_r02_s04,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310205,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210204,lounge,00000000-0000-0000-0000-000000410205,5,7.2093266,80.4834867,7.1850620,80.4479065,5.104,10,30.00,urban,1.45,46,poly_r02_s05,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310206,00000000-0000-0000-0000-000000001002,lounge,00000000-0000-0000-0000-000000410205,stop,00000000-0000-0000-0000-000000210206,6,7.1850620,80.4479065,7.1686660,80.4083920,5.452,8,40.00,mixed,1.15,35,poly_r02_s06,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310207,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210206,stop,00000000-0000-0000-0000-000000210207,7,7.1686660,80.4083920,7.1591838,80.3654206,5.800,6,54.00,rural,0.95,22,poly_r02_s07,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310208,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210207,stop,00000000-0000-0000-0000-000000210208,8,7.1591838,80.3654206,7.1519507,80.3213247,6.148,6,58.00,highway,0.75,8,poly_r02_s08,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310209,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210208,stop,00000000-0000-0000-0000-000000210209,9,7.1519507,80.3213247,7.1410950,80.2790400,6.496,8,46.00,mixed,1.15,-5,poly_r02_s09,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310210,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210209,lounge,00000000-0000-0000-0000-000000410210,10,7.1410950,80.2790400,7.1226891,80.2405305,5.104,10,32.00,urban,1.45,-16,poly_r02_s10,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310211,00000000-0000-0000-0000-000000001002,lounge,00000000-0000-0000-0000-000000410210,stop,00000000-0000-0000-0000-000000210211,11,7.1226891,80.2405305,7.0968568,80.2057341,5.452,8,40.00,mixed,1.15,-23,poly_r02_s11,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310212,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210211,stop,00000000-0000-0000-0000-000000210212,12,7.0968568,80.2057341,7.0677072,80.1725964,5.800,8,45.00,rural,0.95,-26,poly_r02_s12,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310213,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210212,stop,00000000-0000-0000-0000-000000210213,13,7.0677072,80.1725964,7.0411296,80.1381727,6.148,6,62.00,highway,0.75,-24,poly_r02_s13,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310214,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210213,stop,00000000-0000-0000-0000-000000210214,14,7.0411296,80.1381727,7.0216329,80.1002086,6.496,8,46.00,mixed,1.15,-18,poly_r02_s14,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310215,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210214,lounge,00000000-0000-0000-0000-000000410215,15,7.0216329,80.1002086,7.0099264,80.0583493,5.104,9,34.00,urban,1.45,-8,poly_r02_s15,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310216,00000000-0000-0000-0000-000000001002,lounge,00000000-0000-0000-0000-000000410215,stop,00000000-0000-0000-0000-000000210216,16,7.0099264,80.0583493,7.0025390,80.0143305,5.452,8,40.00,mixed,1.15,4,poly_r02_s16,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310217,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210216,stop,00000000-0000-0000-0000-000000210217,17,7.0025390,80.0143305,6.9936818,79.9710466,5.800,7,48.00,rural,0.95,18,poly_r02_s17,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310218,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210217,stop,00000000-0000-0000-0000-000000210218,18,6.9936818,79.9710466,6.9783546,79.9309977,6.148,6,66.00,highway,0.75,32,poly_r02_s18,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310219,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210218,stop,00000000-0000-0000-0000-000000210219,19,6.9783546,79.9309977,6.9550293,79.8949478,6.496,8,46.00,mixed,1.15,44,poly_r02_s19,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310220,00000000-0000-0000-0000-000000001002,stop,00000000-0000-0000-0000-000000210219,destination,00000000-0000-0000-0000-000000111002,20,6.9550293,79.8949478,6.9264696,79.8615152,5.104,11,28.00,urban,1.45,52,poly_r02_s20,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310301,00000000-0000-0000-0000-000000001003,origin,00000000-0000-0000-0000-000000110003,stop,00000000-0000-0000-0000-000000210301,1,6.9373246,79.8560877,6.8983824,79.8717088,5.922,9,40.00,mixed,1.15,65,poly_r03_s01,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310302,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210301,stop,00000000-0000-0000-0000-000000210302,2,6.8983824,79.8717088,6.8514111,79.8913445,6.300,7,51.00,rural,0.95,66,poly_r03_s02,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310303,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210302,stop,00000000-0000-0000-0000-000000210303,3,6.8514111,79.8913445,6.7981768,79.9141116,6.678,6,70.00,highway,0.75,62,poly_r03_s03,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310304,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210303,stop,00000000-0000-0000-0000-000000210304,4,6.7981768,79.9141116,6.7438066,79.9374467,7.056,9,46.00,mixed,1.15,54,poly_r03_s04,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310305,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210304,lounge,00000000-0000-0000-0000-000000410305,5,6.7438066,79.9374467,6.6940370,79.9584815,5.544,11,30.00,urban,1.45,43,poly_r03_s05,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310306,00000000-0000-0000-0000-000000001003,lounge,00000000-0000-0000-0000-000000410305,stop,00000000-0000-0000-0000-000000210306,6,6.6940370,79.9584815,6.6521360,79.9755820,5.922,9,40.00,mixed,1.15,30,poly_r03_s06,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310307,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210306,stop,00000000-0000-0000-0000-000000210307,7,6.6521360,79.9755820,6.6171488,79.9892256,6.300,7,54.00,rural,0.95,16,poly_r03_s07,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310308,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210307,stop,00000000-0000-0000-0000-000000210308,8,6.6171488,79.9892256,6.5844107,80.0017447,6.678,7,58.00,highway,0.75,3,poly_r03_s08,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310309,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210308,stop,00000000-0000-0000-0000-000000210309,9,6.5844107,80.0017447,6.5480500,80.0160750,7.056,9,46.00,mixed,1.15,-8,poly_r03_s09,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310310,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210309,lounge,00000000-0000-0000-0000-000000410310,10,6.5480500,80.0160750,6.5041391,80.0341805,5.544,10,32.00,urban,1.45,-15,poly_r03_s10,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310311,00000000-0000-0000-0000-000000001003,lounge,00000000-0000-0000-0000-000000410310,stop,00000000-0000-0000-0000-000000210311,11,6.5041391,80.0341805,6.4528018,80.0559991,5.922,9,40.00,mixed,1.15,-18,poly_r03_s11,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310312,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210311,stop,00000000-0000-0000-0000-000000210312,12,6.4528018,80.0559991,6.3981472,80.0794764,6.300,8,45.00,rural,0.95,-16,poly_r03_s12,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310313,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210312,stop,00000000-0000-0000-0000-000000210313,13,6.3981472,80.0794764,6.3460646,80.1016677,6.678,6,62.00,highway,0.75,-10,poly_r03_s13,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310314,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210313,stop,00000000-0000-0000-0000-000000210314,14,6.3460646,80.1016677,6.3010629,80.1203186,7.056,9,46.00,mixed,1.15,0,poly_r03_s14,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310315,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210314,lounge,00000000-0000-0000-0000-000000410315,15,6.3010629,80.1203186,6.2638514,80.1350743,5.544,10,34.00,urban,1.45,12,poly_r03_s15,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310316,00000000-0000-0000-0000-000000001003,lounge,00000000-0000-0000-0000-000000410315,stop,00000000-0000-0000-0000-000000210316,16,6.2638514,80.1350743,6.2309590,80.1476705,5.922,9,40.00,mixed,1.15,26,poly_r03_s16,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310317,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210316,stop,00000000-0000-0000-0000-000000210317,17,6.2309590,80.1476705,6.1965968,80.1610016,6.300,8,48.00,rural,0.95,40,poly_r03_s17,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310318,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210317,stop,00000000-0000-0000-0000-000000210318,18,6.1965968,80.1610016,6.1557646,80.1775677,6.678,6,66.00,highway,0.75,52,poly_r03_s18,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310319,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210318,stop,00000000-0000-0000-0000-000000210319,19,6.1557646,80.1775677,6.1069343,80.1981328,7.056,9,46.00,mixed,1.15,60,poly_r03_s19,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310320,00000000-0000-0000-0000-000000001003,stop,00000000-0000-0000-0000-000000210319,destination,00000000-0000-0000-0000-000000111003,20,6.1069343,80.1981328,6.0528696,80.2213152,5.544,12,28.00,urban,1.45,65,poly_r03_s20,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310401,00000000-0000-0000-0000-000000001004,origin,00000000-0000-0000-0000-000000110004,stop,00000000-0000-0000-0000-000000210401,1,6.9373246,79.8560877,7.0787824,79.8619338,18.565,28,40.00,mixed,1.15,74,poly_r04_s01,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310402,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210401,stop,00000000-0000-0000-0000-000000210402,2,7.0787824,79.8619338,7.2122111,79.8717945,19.750,23,51.00,rural,0.95,70,poly_r04_s02,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310403,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210402,stop,00000000-0000-0000-0000-000000210403,3,7.2122111,79.8717945,7.3393768,79.8847866,20.935,18,70.00,highway,0.75,62,poly_r04_s03,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310404,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210403,stop,00000000-0000-0000-0000-000000210404,4,7.3393768,79.8847866,7.4654066,79.8983467,22.120,29,46.00,mixed,1.15,51,poly_r04_s04,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310405,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210404,lounge,00000000-0000-0000-0000-000000410405,5,7.4654066,79.8983467,7.5960370,79.9096065,17.380,35,30.00,urban,1.45,38,poly_r04_s05,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310406,00000000-0000-0000-0000-000000001004,lounge,00000000-0000-0000-0000-000000410405,stop,00000000-0000-0000-0000-000000210406,6,7.5960370,79.9096065,7.7345360,79.9169320,18.565,28,40.00,mixed,1.15,24,poly_r04_s06,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310407,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210406,stop,00000000-0000-0000-0000-000000210407,7,7.7345360,79.9169320,7.8799488,79.9208006,19.750,22,54.00,rural,0.95,11,poly_r04_s07,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310408,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210407,stop,00000000-0000-0000-0000-000000210408,8,7.8799488,79.9208006,8.0276107,79.9235447,20.935,22,58.00,highway,0.75,0,poly_r04_s08,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310409,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210408,stop,00000000-0000-0000-0000-000000210409,9,8.0276107,79.9235447,8.1716500,79.9281000,22.120,29,46.00,mixed,1.15,-7,poly_r04_s09,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310410,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210409,lounge,00000000-0000-0000-0000-000000410410,10,8.1716500,79.9281000,8.3081391,79.9364305,17.380,33,32.00,urban,1.45,-10,poly_r04_s10,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310411,00000000-0000-0000-0000-000000001004,lounge,00000000-0000-0000-0000-000000410410,stop,00000000-0000-0000-0000-000000210411,11,8.3081391,79.9364305,8.4372018,79.9484741,18.565,28,40.00,mixed,1.15,-8,poly_r04_s11,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310412,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210411,stop,00000000-0000-0000-0000-000000210412,12,8.4372018,79.9484741,8.5629472,79.9621764,19.750,26,45.00,rural,0.95,-2,poly_r04_s12,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310413,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210412,stop,00000000-0000-0000-0000-000000210413,13,8.5629472,79.9621764,8.6912646,79.9745927,20.935,20,62.00,highway,0.75,8,poly_r04_s13,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310414,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210413,stop,00000000-0000-0000-0000-000000210414,14,8.6912646,79.9745927,8.8266629,79.9834686,22.120,29,46.00,mixed,1.15,20,poly_r04_s14,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310415,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210414,lounge,00000000-0000-0000-0000-000000410415,15,8.8266629,79.9834686,8.9698514,79.9884493,17.380,31,34.00,urban,1.45,34,poly_r04_s15,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310416,00000000-0000-0000-0000-000000001004,lounge,00000000-0000-0000-0000-000000410415,stop,00000000-0000-0000-0000-000000210416,16,8.9698514,79.9884493,9.1173590,79.9912705,18.565,28,40.00,mixed,1.15,48,poly_r04_s16,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310417,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210416,stop,00000000-0000-0000-0000-000000210417,17,9.1173590,79.9912705,9.2633968,79.9948266,19.750,25,48.00,rural,0.95,60,poly_r04_s17,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310418,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210417,stop,00000000-0000-0000-0000-000000210418,18,9.2633968,79.9948266,9.4029646,80.0016177,20.935,19,66.00,highway,0.75,68,poly_r04_s18,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310419,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210418,stop,00000000-0000-0000-0000-000000210419,19,9.4029646,80.0016177,9.5345343,80.0124078,22.120,29,46.00,mixed,1.15,73,poly_r04_s19,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310420,00000000-0000-0000-0000-000000001004,stop,00000000-0000-0000-0000-000000210419,destination,00000000-0000-0000-0000-000000111004,20,9.5345343,80.0124078,9.6608696,80.0258152,17.380,37,28.00,urban,1.45,74,poly_r04_s20,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310501,00000000-0000-0000-0000-000000001005,origin,00000000-0000-0000-0000-000000110005,stop,00000000-0000-0000-0000-000000210501,1,5.9651246,80.5498877,6.0366474,80.5514538,11.515,17,40.00,mixed,1.15,78,poly_r05_s01,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310502,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210501,stop,00000000-0000-0000-0000-000000210502,2,6.0366474,80.5514538,6.1001411,80.5570345,12.250,14,51.00,rural,0.95,70,poly_r05_s02,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310503,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210502,stop,00000000-0000-0000-0000-000000210503,3,6.1001411,80.5570345,6.1573718,80.5657466,12.985,11,70.00,highway,0.75,59,poly_r05_s03,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
00000000-0000-0000-0000-000000310504,00000000-0000-0000-0000-000000001005,stop,00000000-0000-0000-0000-000000210503,stop,00000000-0000-0000-0000-000000210504,4,6.1573718,80.5657466,6.2134666,80.5750267,13.720,18,46.00,mixed,1.15,46,poly_r05_s04,2026-01-01T00:00:00Z,2026-05-03T00:00:00Z
