id,lounge_id,master_route_id,average_dwell_time_minutes,min_dwell_time_minutes,max_dwell_time_minutes,peak_hour_dwell_time_minutes,off_peak_dwell_time_minutes,average_bookings_per_trip,total_stops_recorded,last_calculated_at,data_points_count,created_at,updated_at
00000000-0000-0000-0000-000001410030,00000000-0000-0000-0000-000000410512,00000000-0000-0000-0000-000000001005,10.95,5.45,20.95,15.15,8.35,2,230,2026-05-04T02:00:00Z,230,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410031,00000000-0000-0000-0000-000000410116,00000000-0000-0000-0000-000000001001,12.10,6.60,23.10,16.30,9.50,5,237,2026-05-04T02:00:00Z,237,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410032,00000000-0000-0000-0000-000000410218,00000000-0000-0000-0000-000000001002,13.25,7.75,25.25,17.45,10.65,8,244,2026-05-04T02:00:00Z,244,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410033,00000000-0000-0000-0000-000000410305,00000000-0000-0000-0000-000000001003,14.40,8.90,27.40,18.60,11.80,11,251,2026-05-04T02:00:00Z,251,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410034,00000000-0000-0000-0000-000000410410,00000000-0000-0000-0000-000000001004,18.55,13.05,32.55,22.75,15.95,14,258,2026-05-04T02:00:00Z,258,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410035,00000000-0000-0000-0000-000000410515,00000000-0000-0000-0000-000000001005,19.70,14.20,34.70,23.90,17.10,17,265,2026-05-04T02:00:00Z,265,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410036,00000000-0000-0000-0000-000000410104,00000000-0000-0000-0000-000000001001,7.50,3.00,17.50,11.70,4.90,2,272,2026-05-04T02:00:00Z,272,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410037,00000000-0000-0000-0000-000000410208,00000000-0000-0000-0000-000000001002,8.65,3.15,19.65,12.85,6.05,5,279,2026-05-04T02:00:00Z,279,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410038,00000000-0000-0000-0000-000000410312,00000000-0000-0000-0000-000000001003,9.80,4.30,21.80,14.00,7.20,8,286,2026-05-04T02:00:00Z,286,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410039,00000000-0000-0000-0000-000000410416,00000000-0000-0000-0000-000000001004,10.95,5.45,23.95,15.15,8.35,11,293,2026-05-04T02:00:00Z,293,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410040,00000000-0000-0000-0000-000000410518,00000000-0000-0000-0000-000000001005,12.10,6.60,26.10,16.30,9.50,14,300,2026-05-04T02:00:00Z,300,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410041,00000000-0000-0000-0000-000000411105,00000000-0000-0000-0000-000000001001,13.25,7.75,28.25,17.45,10.65,17,307,2026-05-04T02:00:00Z,307,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410042,00000000-0000-0000-0000-000000411210,00000000-0000-0000-0000-000000001002,17.40,11.90,27.40,21.60,14.80,2,314,2026-05-04T02:00:00Z,314,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410043,00000000-0000-0000-0000-000000411315,00000000-0000-0000-0000-000000001003,18.55,13.05,29.55,22.75,15.95,5,321,2026-05-04T02:00:00Z,321,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410044,00000000-0000-0000-0000-000000411404,00000000-0000-0000-0000-000000001004,16.70,11.20,28.70,20.90,14.10,8,328,2026-05-04T02:00:00Z,328,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410045,00000000-0000-0000-0000-000000411508,00000000-0000-0000-0000-000000001005,7.50,3.00,20.50,11.70,4.90,11,25,2026-05-04T02:00:00Z,25,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410046,00000000-0000-0000-0000-000000411112,00000000-0000-0000-0000-000000001001,8.65,3.15,22.65,12.85,6.05,14,32,2026-05-04T02:00:00Z,32,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410047,00000000-0000-0000-0000-000000411216,00000000-0000-0000-0000-000000001002,9.80,4.30,24.80,14.00,7.20,17,39,2026-05-04T02:00:00Z,39,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410048,00000000-0000-0000-0000-000000411318,00000000-0000-0000-0000-000000001003,10.95,5.45,20.95,15.15,8.35,2,46,2026-05-04T02:00:00Z,46,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410049,00000000-0000-0000-0000-000000411405,00000000-0000-0000-0000-000000001004,12.10,6.60,23.10,16.30,9.50,5,53,2026-05-04T02:00:00Z,53,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410050,00000000-0000-0000-0000-000000411510,00000000-0000-0000-0000-000000001005,16.25,10.75,28.25,20.45,13.65,8,60,2026-05-04T02:00:00Z,60,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410051,00000000-0000-0000-0000-000000411115,00000000-0000-0000-0000-000000001001,17.40,11.90,30.40,21.60,14.80,11,67,2026-05-04T02:00:00Z,67,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410052,00000000-0000-0000-0000-000000411204,00000000-0000-0000-0000-000000001002,15.55,10.05,29.55,19.75,12.95,14,74,2026-05-04T02:00:00Z,74,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410053,00000000-0000-0000-0000-000000411308,00000000-0000-0000-0000-000000001003,16.70,11.20,31.70,20.90,14.10,17,81,2026-05-04T02:00:00Z,81,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410054,00000000-0000-0000-0000-000000411412,00000000-0000-0000-0000-000000001004,7.50,3.00,17.50,11.70,4.90,2,88,2026-05-04T02:00:00Z,88,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410055,00000000-0000-0000-0000-000000411516,00000000-0000-0000-0000-000000001005,8.65,3.15,19.65,12.85,6.05,5,95,2026-05-04T02:00:00Z,95,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410056,00000000-0000-0000-0000-000000411118,00000000-0000-0000-0000-000000001001,9.80,4.30,21.80,14.00,7.20,8,102,2026-05-04T02:00:00Z,102,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410057,00000000-0000-0000-0000-000000411205,00000000-0000-0000-0000-000000001002,10.95,5.45,23.95,15.15,8.35,11,109,2026-05-04T02:00:00Z,109,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410058,00000000-0000-0000-0000-000000411310,00000000-0000-0000-0000-000000001003,15.10,9.60,29.10,19.30,12.50,14,116,2026-05-04T02:00:00Z,116,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410059,00000000-0000-0000-0000-000000411415,00000000-0000-0000-0000-000000001004,16.25,10.75,31.25,20.45,13.65,17,123,2026-05-04T02:00:00Z,123,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410060,00000000-0000-0000-0000-000000411504,00000000-0000-0000-0000-000000001005,14.40,8.90,24.40,18.60,11.80,2,130,2026-05-04T02:00:00Z,130,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410061,00000000-0000-0000-0000-000000411108,00000000-0000-0000-0000-000000001001,15.55,10.05,26.55,19.75,12.95,5,137,2026-05-04T02:00:00Z,137,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410062,00000000-0000-0000-0000-000000411212,00000000-0000-0000-0000-000000001002,16.70,11.20,28.70,20.90,14.10,8,144,2026-05-04T02:00:00Z,144,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410063,00000000-0000-0000-0000-000000411316,00000000-0000-0000-0000-000000001003,7.50,3.00,20.50,11.70,4.90,11,151,2026-05-04T02:00:00Z,151,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410064,00000000-0000-0000-0000-000000411418,00000000-0000-0000-0000-000000001004,8.65,3.15,22.65,12.85,6.05,14,158,2026-05-04T02:00:00Z,158,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410065,00000000-0000-0000-0000-000000411505,00000000-0000-0000-0000-000000001005,9.80,4.30,24.80,14.00,7.20,17,165,2026-05-04T02:00:00Z,165,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410066,00000000-0000-0000-0000-000000411110,00000000-0000-0000-0000-000000001001,13.95,8.45,23.95,18.15,11.35,2,172,2026-05-04T02:00:00Z,172,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410067,00000000-0000-0000-0000-000000411215,00000000-0000-0000-0000-000000001002,15.10,9.60,26.10,19.30,12.50,5,179,2026-05-04T02:00:00Z,179,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410068,00000000-0000-0000-0000-000000411304,00000000-0000-0000-0000-000000001003,13.25,7.75,25.25,17.45,10.65,8,186,2026-05-04T02:00:00Z,186,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410069,00000000-0000-0000-0000-000000411408,00000000-0000-0000-0000-000000001004,14.40,8.90,27.40,18.60,11.80,11,193,2026-05-04T02:00:00Z,193,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410070,00000000-0000-0000-0000-000000411512,00000000-0000-0000-0000-000000001005,15.55,10.05,29.55,19.75,12.95,14,200,2026-05-04T02:00:00Z,200,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410071,00000000-0000-0000-0000-000000411116,00000000-0000-0000-0000-000000001001,16.70,11.20,31.70,20.90,14.10,17,207,2026-05-04T02:00:00Z,207,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410072,00000000-0000-0000-0000-000000411218,00000000-0000-0000-0000-000000001002,7.50,3.00,17.50,11.70,4.90,2,214,2026-05-04T02:00:00Z,214,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410073,00000000-0000-0000-0000-000000411305,00000000-0000-0000-0000-000000001003,8.65,3.15,19.65,12.85,6.05,5,221,2026-05-04T02:00:00Z,221,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410074,00000000-0000-0000-0000-000000411410,00000000-0000-0000-0000-000000001004,12.80,7.30,24.80,17.00,10.20,8,228,2026-05-04T02:00:00Z,228,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410075,00000000-0000-0000-0000-000000411515,00000000-0000-0000-0000-000000001005,13.95,8.45,26.95,18.15,11.35,11,235,2026-05-04T02:00:00Z,235,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410076,00000000-0000-0000-0000-000000411104,00000000-0000-0000-0000-000000001001,12.10,6.60,26.10,16.30,9.50,14,242,2026-05-04T02:00:00Z,242,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410077,00000000-0000-0000-0000-000000411208,00000000-0000-0000-0000-000000001002,13.25,7.75,28.25,17.45,10.65,17,249,2026-05-04T02:00:00Z,249,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410078,00000000-0000-0000-0000-000000411312,00000000-0000-0000-0000-000000001003,14.40,8.90,24.40,18.60,11.80,2,256,2026-05-04T02:00:00Z,256,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410079,00000000-0000-0000-0000-000000411416,00000000-0000-0000-0000-000000001004,15.55,10.05,26.55,19.75,12.95,5,263,2026-05-04T02:00:00Z,263,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410080,00000000-0000-0000-0000-000000411518,00000000-0000-0000-0000-000000001005,16.70,11.20,28.70,20.90,14.10,8,270,2026-05-04T02:00:00Z,270,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410081,00000000-0000-0000-0000-000000412105,00000000-0000-0000-0000-000000001001,7.50,3.00,20.50,11.70,4.90,11,277,2026-05-04T02:00:00Z,277,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410082,00000000-0000-0000-0000-000000412210,00000000-0000-0000-0000-000000001002,11.65,6.15,25.65,15.85,9.05,14,284,2026-05-04T02:00:00Z,284,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410083,00000000-0000-0000-0000-000000412315,00000000-0000-0000-0000-000000001003,12.80,7.30,27.80,17.00,10.20,17,291,2026-05-04T02:00:00Z,291,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410084,00000000-0000-0000-0000-000000412404,00000000-0000-0000-0000-000000001004,10.95,5.45,20.95,15.15,8.35,2,298,2026-05-04T02:00:00Z,298,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410085,00000000-0000-0000-0000-000000412508,00000000-0000-0000-0000-000000001005,12.10,6.60,23.10,16.30,9.50,5,305,2026-05-04T02:00:00Z,305,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410086,00000000-0000-0000-0000-000000412112,00000000-0000-0000-0000-000000001001,13.25,7.75,25.25,17.45,10.65,8,312,2026-05-04T02:00:00Z,312,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410087,00000000-0000-0000-0000-000000412216,00000000-0000-0000-0000-000000001002,14.40,8.90,27.40,18.60,11.80,11,319,2026-05-04T02:00:00Z,319,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410088,00000000-0000-0000-0000-000000412318,00000000-0000-0000-0000-000000001003,15.55,10.05,29.55,19.75,12.95,14,326,2026-05-04T02:00:00Z,326,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410089,00000000-0000-0000-0000-000000412405,00000000-0000-0000-0000-000000001004,16.70,11.20,31.70,20.90,14.10,17,23,2026-05-04T02:00:00Z,23,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410090,00000000-0000-0000-0000-000000412510,00000000-0000-0000-0000-000000001005,10.50,5.00,20.50,14.70,7.90,2,30,2026-05-04T02:00:00Z,30,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410091,00000000-0000-0000-0000-000000412115,00000000-0000-0000-0000-000000001001,11.65,6.15,22.65,15.85,9.05,5,37,2026-05-04T02:00:00Z,37,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410092,00000000-0000-0000-0000-000000412204,00000000-0000-0000-0000-000000001002,9.80,4.30,21.80,14.00,7.20,8,44,2026-05-04T02:00:00Z,44,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410093,00000000-0000-0000-0000-000000412308,00000000-0000-0000-0000-000000001003,10.95,5.45,23.95,15.15,8.35,11,51,2026-05-04T02:00:00Z,51,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410094,00000000-0000-0000-0000-000000412412,00000000-0000-0000-0000-000000001004,12.10,6.60,26.10,16.30,9.50,14,58,2026-05-04T02:00:00Z,58,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410095,00000000-0000-0000-0000-000000412516,00000000-0000-0000-0000-000000001005,13.25,7.75,28.25,17.45,10.65,17,65,2026-05-04T02:00:00Z,65,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410096,00000000-0000-0000-0000-000000412118,00000000-0000-0000-0000-000000001001,14.40,8.90,24.40,18.60,11.80,2,72,2026-05-04T02:00:00Z,72,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410097,00000000-0000-0000-0000-000000412205,00000000-0000-0000-0000-000000001002,15.55,10.05,26.55,19.75,12.95,5,79,2026-05-04T02:00:00Z,79,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410098,00000000-0000-0000-0000-000000412310,00000000-0000-0000-0000-000000001003,19.70,14.20,31.70,23.90,17.10,8,86,2026-05-04T02:00:00Z,86,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410099,00000000-0000-0000-0000-000000412415,00000000-0000-0000-0000-000000001004,10.50,5.00,23.50,14.70,7.90,11,93,2026-05-04T02:00:00Z,93,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
00000000-0000-0000-0000-000001410100,00000000-0000-0000-0000-000000412504,00000000-0000-0000-0000-000000001005,8.65,3.15,22.65,12.85,6.05,14,100,2026-05-04T02:00:00Z,100,2026-01-01T00:00:00Z,2026-05-04T02:00:00Z
